,title,price,link
30,Mixed LOT OF (50) Marvel / DC Comic Books ~ Bronze To Modern ~ FREE SHIPPING,US $49.95/ea,https://www.ebay.com/itm/353412781215?hash=item52490b149f:g:6M4AAOSw53FfsxfD&amdata=enc%3AAQAIAAAA4CIQFI%2FxuWWQqjo5vO%2BxeNGxf9yVFDg1cM61g4aU8vfrkIiZ%2Btw5b%2F5f6pG%2BUbqyPSoTjZ%2BsrYzZBG0rjqZnL3TJ6TEHOOFEUWzcuoSlDRKmN%2FvxqIKpCP6zdSZGB6HIPiMM2wpqlKcoreYNKROhGVPbgMB8sgidZOoLUl0o%2FFWT%2FMOdeaH9LDYjdmjpFFH%2BUX1PswPrdXZ%2B7Y%2F7DQWR45zM74ScFX6m4%2BxIrlC1KlTZGZI3WRj%2Bl99mS6xqWfUUvGQcIRJw%2BfgqOApdb9nAi9HbCkW8oEJgCejIkzrejBAW%7Ctkp%3ABFBMnO_Hy7di
31,DC- Lot of 100 Comic Books- All different DC ONLY *FREE SHIPPING*,US $74.80,https://www.ebay.com/itm/164272949833?hash=item263f6e4a49:g:TnIAAOSwp9ZiIr67&amdata=enc%3AAQAIAAAA4IfUm%2BBjQu1pskijL%2F0D48OfTqfh6TGpQhlH3qR1Udoy6%2Fs5MA%2BVkNiqNoguOx81hSe6lIfwEk7Jz53fozujgzZInWR135qzOG%2Bwih7ojDpSOD4gGDAa616Nyh%2FLyp0CTAbV8tSU3VIpzcLDZ%2BzEUcXZt4j1LXrnFkZsHzSlg65FNGXjJK1BaX7uPj9IGMaMeGPtBCjKdK2cH6%2FnH5UdbntQfNrAv2%2BRSDJ52G9BifZI3XOEGYS7WQoVjVz2W7h%2FwCyd8mRb7Xvh6%2BshnzUR3Uk1%2F7077F4dwEvUaVfRXjFC%7Ctkp%3ABFBMnO_Hy7di
32,COMIC BOOK LOT Batman Three Jokers- Varients - 9 Books Total. DC 2020 CGC Ready,US $49.95/ea,https://www.ebay.com/itm/225576103037?hash=item3485622c7d:g:0mcAAOSwAUlkX91b&amdata=enc%3AAQAIAAAA4L8xqMlWkN5t1kqfp3oX0dNY5xWmFUR2M4LzWxiQoJa1yqhYdmGzwXBtDGBkuKRwaLPJYloqdw826RYhk9QLkoV070FkvGRnXyIbbWY1kUt%2F3NHRsJy%2B0mBRTcgYPhf5nsrzs7U7ML2mCkA%2BcU%2BFl2g08hVeuVauZuIlwth0bPv0p7%2Blb8UzaXinB3xyPf0x2Fe3g29u69d8IIBrE3%2FE6ELQ4wb09QKHS8rH5atpDxmKBTpu9HN4y4XeNAI72nhHKPSoEg8dl4%2B9eB60gUAxZvMRAq7P0MkBS%2F2z81buYHkM%7Ctkp%3ABFBMnO_Hy7di
33,Spider-man Deadly Foes 1-2 Marvel Comics,GBP 0.99,https://www.ebay.com/itm/134673795139?hash=item1f5b2f0843:g:H4MAAOSweqZkxTQQ&amdata=enc%3AAQAIAAAAwMyhzyN8oR2pSUh3Nv9EWcasxCMmZMNSAePELg079bhANNwu%2Bjc3bhuyoFwLs1oJKhQr2QxioEdhVM54Ntflqj48eRei4ywDOWEDM0VgpWZWxfX9FIZKEaibWo3srIariEmJ%2FDZiehAD9Rr%2F2mbRR8KSyI3do0qQJbNJ7W96oICMpXLT%2BK%2BDcwtITIz2tRMUdH9VAkbcVNuDFZHUfc3LbsDf%2B0BQXlqoXFvGDBhM2TfSg6KsRlj618lN7e5AAxYUIQ%3D%3D%7Ctkp%3ABk9SR5zvx8u3Yg
34,SPAWN #1 TODD MCFARLANE  1ST APPEARANCE OF SPAWN IMAGE COMICS 1992 CLEAN COPIES,US $45.00/ea,https://www.ebay.com/itm/195908141869?hash=item2d9d09032d:g:wlMAAOSwyDNkwuZM&amdata=enc%3AAQAIAAAA4Lio%2F%2FvXk2WsVP6wa2WbcrIulo25tfFC%2B9PqENsUgtZbcdgF%2Fy73T6YnBUN6X6y5Aep%2F7lpWM7B4sWX2LgY8xifqMux6%2BAK4TwzjbFsQeEEkdMxt%2BYY9t19FjwBr0DxSUEPhXgQ2PDmo2xpkd6%2BDq%2B%2FiKh718wT8VGmG8EdnhRrxSGiav093YlGA3zy60ZednO7V60QWo9qU51Sw36IOmuaOM4k0F%2FjhiG806Fch%2B%2B7gM8PbO45EJQ6aBBakfhlymrvqYuoWN0HYO4NNfq9qj60xwFkWmEA4tlCgd8iE%2Fjt7%7Ctkp%3ABk9SR5zvx8u3Yg
35,Howard the Duck x 17 Bronze Age Marvel Comics Bundle. Includes Issues 13 &amp; 33.,GBP 30.00,https://www.ebay.com/itm/266355184589?hash=item3e040193cd:g:EsUAAOSwoZZkuTet&amdata=enc%3AAQAIAAAAwHQQf4YyOlur7nWcet0XIbnMtR9VVE3hmSbPW%2BBwEK47OVNlLHz%2BParo%2B2l0%2BBYIMMn2VRm4VT6IY1pWn5y%2Bay%2B5b%2BDtcFV2M5kHGadMLSPRn7190ufo%2Bedl1rUEqTEhgfpygKbhIpAFvO0XxhQSQv2nx9fnJ3j1WaDkJKHhEdnmHJ2XJ%2F%2B3fB%2BTiEUAPHzfGle2E%2Bw9rEw3olbtD%2FxU%2FyrRcHYuGVWESFTrvy45asLspfcF%2FJbacUb9mU53jI7KvQ%3D%3D%7Ctkp%3ABk9SR5zvx8u3Yg
36,Marvel Comics Doctor Strange #45 58 64 76 Comic Book Lot,US $2.00,https://www.ebay.com/itm/285402756211?hash=item4273547473:g:zW4AAOSwM1Fkpc88&amdata=enc%3AAQAIAAAA4P5l0j19AtM4uTrgdjW7nJW5VnyXtHVPrbm%2BdnOr5%2Fte4aRkY8ZWiJ43a0w6mo0qeE6iTlGH74Ng5hhEEtY8bsGFRQtoaawjanyIwepbrwvfAYE0hEAP3oNK8vKBlnEyrOvqEUPVM1%2Bk4RA5cXkXYstyfGYsBpOMKmdW3rlf6mPbgULwVuwoynjmONztPKj6fWs0qMgFIIFFxh5OpFzwaar%2FEhZTrpNGYaaqQ7TBYTuSWpKSBClz8D14%2FOEcvSKzE0C65v1K1V1Z2mFvw4EJcjzSUFBq9b563SP1nSir1PWr%7Ctkp%3ABk9SR5zvx8u3Yg
37,IRON MAN 3  - 1st Appearance of THE FREAK - HAPPY HOGAN - PEPPER POTTS (1968),US $33.00,https://www.ebay.com/itm/275973316886?hash=item40414aa116:g:U~oAAOSw3NNkuCjA&amdata=enc%3AAQAIAAAA4PLxnVQOX5rabxtvq4DT44KG53MhEYNUdFWfc6VDelrFRVm9qLKUmTCpG7k%2FV00YgMP%2FX5dhddOU9A3FwA6VqXygYPA90sywyBIC8fndq6l4bYhzujfkDpGXCxVl6kg%2BUQx%2Bx0W4OWzhSmLC7rTVWUXipkerQdMRUF2EedFOHhvZ76Yd6AASyr96GgpbgAJyz%2FiZZ22Gw091RYaJ2lzzeLvHTacljGKUEUdfImyjFy4uVmESMvYlyhbQstiBAI0KgiDN3n%2B51IM5uqallM1wRFt7WD1bI%2BOKZr0%2BWopYf%2FHS%7Ctkp%3ABk9SR5zvx8u3Yg
38,LOT 4 Fantagor #1 2 3 4 Richard CORBEN Underground Comix Last Gasp Vaughn BodÄ“,US $15.50,https://www.ebay.com/itm/334970397582?hash=item4dfdcaa38e:g:~V0AAOSw7IFkvswr&amdata=enc%3AAQAIAAAAwD8Ne8ZG%2FrOmiCwi5h2ci00r7YuzcpopZjhxeM5Shp3hQ0no0xlXEquToyCIyiZR8T1LVUqR6bPZSsFCMKNBw9Ec6oOlC3UOtqxcNdaof7Q0UaPp0aAG%2B4Wb1HdP2Ry0piGyXEMR3xsX7EkJImwkxQfwXSe%2B70Pw2mc9zrULOy%2F5pXfv%2FvowuCcjwdod1GH08nLnmDCo4W93eqnaS0Bu6l%2Fj0OONiuDs1oi%2BHSVZncFBf%2FqPZqhN45baST7REY3lKQ%3D%3D%7Ctkp%3ABk9SR5zvx8u3Yg
39,HUGE PREMIUM 100 COMIC BOOK LOT-MARVEL &amp; DC-FREE SHIPPING! BAGGED AND BOARDED,US $102.00,https://www.ebay.com/itm/165820668102?hash=item269bae98c6:g:0DYAAOSw1G5jkQ9N&amdata=enc%3AAQAIAAAA4L9pREsYFib5YK%2BgPJVrKaljMBwrpPR%2F2p88%2F9V9q%2BBElG0Ry99WjhTZBXHXUOZjLounME39dwjv4%2Bn9WpqVOPM3zxHv%2BT%2Bn%2BTLhJxA2trYKVonsUMqiQ3QHKn5JcbvsnAQBGaYbJ2QTV6p%2Fqqg94zLZemKSkUz1IgyzSyaVJpEDX0gwQhZGXd7kXREtYYAqz4sJSpA4yUV9IN9ro3h%2FwHsQshwaNdTPnjMY69Dux7CKNrD%2BBqG43x68d5hDCaSmipUhWDZxnlnhBZbIAp%2B2ickd6dJdwUWpFnMz8H2LstO2%7Ctkp%3ABFBMnO_Hy7di
40,MARVEL- Lot of 50 Comic Books- All different MARVEL ONLY *FREE SHIPPING*,US $59.00,https://www.ebay.com/itm/164272960632?hash=item263f6e7478:g:RjQAAOSwdMBe~jAG&amdata=enc%3AAQAIAAAA4Hfu%2F%2FY1RxKa3ZyVIHQXr2sifmeQSHTnBsCN%2Bz1aDalHhYg0DMs3HD3qM1fyu8rVW%2BXTtZ0O%2BgnIwMSbTr3g2ZJ8E40qWAc8I%2FwFBDn3HplvuvUVH75bO%2BTTr2Q%2FuQZT32XUmzh3Utg06nYoqj%2Bz%2FiPNlJL7EjhKA52uoR6DxHrRd4jcS45NGRS5rMcFNsi3lfQpHH11kMCgQk0S1Qzfykd5LALlbvvAFEZ9VuxXegOhhXCny%2FoQx9QG0B6Uxu7JE1yzbkwtsy6GTdXSpTKxI34DvUNUni4Rian5mZYusGCu%7Ctkp%3ABFBMnO_Hy7di
41,CAPTAIN MARVEL # 133 FAWCETT 1952,US $14.95,https://www.ebay.com/itm/295848808176?hash=item44e1f68ef0:g:yhYAAOSwZ4dh9pNS&amdata=enc%3AAQAIAAAAwDbwdwLP2Soie1b33NFh%2FmaVV7%2B6lhvoPts4htaCKw3oHqnn3FWASnEP2FGjI0piTH5ECIhjhEuaKRuid3fkYacDuuyqH0ge2et%2B2byon7WYU7uE%2F8ahuWHRlwCukH13QQzvy4Is3jCtQlupCUS5%2F0hnBIEl0VgEVDrme%2BhQgJuc31%2Bj5Iwm%2BaUS0waYq1RtoPQabwjTHb3Nz0O4JPZ54%2BfPq62XjIFUcKH1w3NaXp7NlNT8odbopcFaZOgOSlycdA%3D%3D%7Ctkp%3ABk9SR5zvx8u3Yg
42,"Signed! Bundle of Comics in a Box Marvel, DC, Boom. Signature Series",US $59.99,https://www.ebay.com/itm/373823837069?hash=item5709a3138d:g:XhoAAOSwY1Rh6wkr&amdata=enc%3AAQAIAAAA4BWsAm0f0bX04Sjtqe9pSQ56%2B7dLhE%2FTYBb%2BtpklJkaRpBOjLnYQElM5Xu3UHdEpp4EdLTRiVoX4Et%2BzMy9CLhYCy3OFI%2FEqAy9dy%2BP%2BX1W4KCBaQT52TqJzzBhboeMrsJ68txvK9d0Ljmwj%2BgPtJyUpqi6Kl%2FdovruSMGlIWSmvisuyDE1sl6E%2B%2Bm5BiatVD2HSwPAghx8fGmoFFFQWxZowiFbnuHxIQaxDwbejkh%2Fu2QRfm5iBOxg1cxndDje%2B1Qn%2FkUppDyUC%2FMgKMl8XFNPwsEelpUBSKJS%2BgC30MYhM%7Ctkp%3ABk9SR5zvx8u3Yg
43,Marvel Team-Up Spider-Man And Nighthawk #33 - Marvel Comics 1975,GBP 0.99,https://www.ebay.com/itm/134673790425?hash=item1f5b2ef5d9:g:btgAAOSwAZpkxTrU&amdata=enc%3AAQAIAAAA4PVNIzvCh80cKA7fHA5SPMtY0RU%2BtUn5p30R46MHXE7%2FvVi%2FMHPTdcJvvCxj9BsjeQrDFKlqBn5WayptExGPpGNEx0gDPRDbu5Qar5GCoZnYbcA3XkZhLiGTX14MelV69jJY1nou6Dn%2BrTZtwOIpapzoJRvL1gBbbW50zeCOkFgBKIPpp2X%2BUhz%2FCh%2BzGRYhgP%2FqDSNQ3WMWj4FehjvN22BG2hCf2DNUcnLOV%2Bxv9u671xnloCPsQqYCdsvGLRefVmXtnJHAUxZLmbcix0kfz4M%2FZdXLfcO1OIE5hDVC37fH%7Ctkp%3ABk9SR5zvx8u3Yg
44,"LOT OF 3, THE MIGHTY THOR MARVEL COMIC, #272-279-282, 1st APP. SKYRMIR,  G+-VG",US $7.75,https://www.ebay.com/itm/295851249826?hash=item44e21bd0a2:g:TBUAAOSwTF1ksqMF&amdata=enc%3AAQAIAAAAwOhnpcQlIpMXQYHIE9AtYfvtHakwvJNjiCJbFCWOFqebQasaLFlPlL7vIZ5WvXPD6sT3%2F8keATHafvQbumhifDVX9vpTFQD7g4mZmPTUt29ky5xhM9X%2Fizj6xqNVdt2xlHPPx8bC4ypXvQME94N0cuh3Hf7EfK0Ef1espDhJVtX%2Fv4EgPet8GOtq3oWvBG9VzXqxtb0WBNS7nNsPotFD%2FCzeas7CrPkOODlvQeWJVjJ3ZpmK8ztjHByYcqn1Q6xUWQ%3D%3D%7Ctkp%3ABk9SR5zvx8u3Yg
45,"1600 Comics For Sale , 99p each - Random Picked! Just choose your quantity",GBP 0.99,https://www.ebay.com/itm/115834427361?hash=item1af84517e1:g:5HcAAOSwU85kjGwJ&amdata=enc%3AAQAIAAAA4DsEXJUnE7bPm%2Fe84uuo0amFEECASUXlCuHWJYFwU2X2gwtLk6HI9gGZwRNCUDgDuq8nKYIPkTlNftBFKIFAp4OTQds%2FaklO2SuXQKKHQtmyg5X8QTWfi7eN0dkEqc1KDS%2F5tBcaAbG0TkhxVr3Z6ObNWRWmg0IWTho8343pgs8mGuEaZ8PYwIR%2BIcfrtEiP1wqLuwM1bOMbHvsd%2BL1axjyQusA4pitsqe%2F5FGD%2B12ZHl4hyEV6HJFmdcNSfTGD1e0XHKHrTYTtQ6lcggpXre%2FcZx0QqGwdSvMOh9viQX3%2Bn%7Ctkp%3ABk9SR5zvx8u3Yg
46,Vintage 1956 Strange Tales of Suspense No.44 Comic Book Marvel,US $20.00,https://www.ebay.com/itm/195914986565?hash=item2d9d717445:g:-qAAAOSwu99krwGq&amdata=enc%3AAQAIAAAAwJZ%2FVX7npiaYPqpDy0Tqn%2B0wsx6Y4hVnnK%2BmBv5BA9cq8LQZfgLgCJTE2148optFW%2F4ezs8vBUi4W90Q%2B%2BDjbW9%2FEC7zJtVZ7eu0QHk5F69fde%2FMxoot84c8QzLQncXbF6gSS%2FUQsuA8zL0TOEfWsstq6pn2x2rEg0yvwwRDvj0sZKv7GIDmWmKnOjuHUvhqsfS%2B6St9fObOOwOiEkaP6o%2FuzQY61DBSB4xAlkLmElr9Ao0bamuxs8czZcV76n8PMQ%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
47,Tom &amp; Jerry #2 Harvey Classics Nov 1991 Comic Book,US $0.99,https://www.ebay.com/itm/115871975919?hash=item1afa8209ef:g:RdAAAOSw4XpkruHj&amdata=enc%3AAQAIAAAAwDdhDs2chU024tPj5fqwAk0570NA1fU%2Fz8HENHjdI01g56wLVYxKok3pvumBfSXmvScfG8zbKfu2Jhrg2KkEKWxVLaBiSCqxmHbgy0iLCw1UMJKX6rc4q5gI5GJjKlzHsggQ64l2lFggzIT4MmbVWpwHPuNP%2FZZo3X%2BZRKlXWyptNgJs4u0EAAYTtG%2BpZObexzAAUo%2BEpqY%2FiHD9%2FB09qrUIR8pAoNCX9O23VNJ78rvsWaaVMtlObfhTNfk2MvdYpA%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
48,Marvel Team-Up #3  Fine  Spider-Man/Hum<wbr>an Torch  3rd Morbius  1972  Bronze Age,US $0.99,https://www.ebay.com/itm/204414295012?hash=item2f980a9be4:g:y2EAAOSwzl1kbUkw&amdata=enc%3AAQAIAAAAwEuVhC2qQS6eQl7TkbckGT%2BOyCiJkh8wBIS3cW7a%2BOq5svq%2BIQ7iytcuKGOn568kCh2PZtj0ITLPRWcaplg5AGqioBDW%2BZagCE03p3G%2BMyGKP71GHKZL%2B3XUACdqH3KzFzL1IlU1K1hfKL4mDnESV1wRWr7M1G3ipqBm8c0yTNdpLLBn%2BLKeKAjf2yOAyWxmB7xei4%2Bipe9gaxtCZruEszfezdU8Ktn7PWVJIDXJPxhlpbvapQylVwQxUdypxZoIGA%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
49,Marvel Uncanny Dark X-Men #1 Comic Set Alex Ross Jim Lee Variant NM PRE ORDER,US $24.99/ea,https://www.ebay.com/itm/295834333047?hash=item44e119af77:g:CiMAAOSwL6JkvVol&amdata=enc%3AAQAIAAAA4M%2BRY2QXSe%2Bq9D7sBQRKdQAvt86EM9F9Zb%2FWssEeNt5FLcE3wznTSMeWM%2Bwh%2Fd%2B%2Fzrs%2FRGfddNzKcWnwQbhouTJMKP2wvzKY5qptnxqIkpmDG%2BOCG8fMbyRkg3GF2JzlXdBv5yvdf0e2h2Nlyb1LroT6nrsYophumYs%2Fj%2BJmP5YWIWIBMbTFvwZJHL9JAR2Mw3bagBE8m9wyR5NHpJg4wLRMUV55HO5PyRpf2K%2BZX%2F1oQNqQKtU0w5DkGQFxFAMyiQmwYEGXOUJ%2FOgHC5YiwQ1ES9VJxjkP6w7YM8q7xMlzZ%7Ctkp%3ABk9SR57vx8u3Yg
50,"Iron Man #297, Omega Red appearance, Fine condition",US $0.99,https://www.ebay.com/itm/305047868225?hash=item4706451341:g:veIAAOSw4sBkqZ0F&amdata=enc%3AAQAIAAAAwLAUS18RXwl0lEqhzhKjacd1NmFdQ8lsX6Hz64Dy2sPGADYgsdhvNKWqM165A%2BmD7fj%2FiCXw43wJXPCUyZmJmH0Q2lxAnp3LZr81bLGgOYiKBTBG98M8Sgg1Lu5lGk7h%2B0BDa9pDATIkGs3YyvhqwKFjSt9NXq3NByavSdyGCFKKBXZ9NRz0f6gxIZnvrTE8WUF%2FW0qNzuShDNJZlovM7r6%2FYfa0msiK9iD8zyPcMqJeIscRvbogxkCjjlQu3%2BdrLA%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
51,AMAZING SPIDER-MAN #327 DEC 1989,GBP 0.99,https://www.ebay.com/itm/134673785855?hash=item1f5b2ee3ff:g:jGQAAOSwUlRkxT~N&amdata=enc%3AAQAIAAAAwKU%2BCbTL1okITVsJyeRJ%2FpWTww1PmEPK1gmrRZqoRo8IhbIwRrMzcbIlhHtSHXqpImbz1x6avJ5ZnNQP0UQX08ZwEuX9pXa21ByC0gK4WMzLXgZjQovaou5TxlhafATpC98fJz4eFC5NXij%2FIkPEofchEYea80ciCGsGK0UNK%2B2S0fMZaWXvOYUTHIy3Mf8R7yk2SFa0iP5Y7K18E8pWfp9EEDygZ9zX3SFXjKpbYeta7AKn%2FZyf2lDvt1CdEGg0mw%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
52,MUST BUY 5 OR MORE MARVEL DC IMAGE VALIANT AND OTHERS 5 COMICS FOR $5 YOU PICK,US $1.00,https://www.ebay.com/itm/325711009920?hash=item4bd5e39880:g:uHQAAOSw8mpkm5Oj&amdata=enc%3AAQAIAAAA4DF6YynokyqJMfkAN1BePNAkdrScmraur0tGNC3FaUgvBBJ2%2B8UOYJ%2BUKaW%2F%2FvwwsUsybhqHdFKP25JtHGHbiW4hcjudnckExWSKEKCQ4TeuYXRbvRMIF2UM%2FLOej8fnq6goREDf1HCpECooYOReb1Oj%2FOPc8DgvOQLI2dKzQni0hZpUjQugXJUftDBhMKTPVIsOeb8H9ECx%2FHg%2B4KARUMy4Pl0gHgT1AkS8cOWzEEL2Zv%2FOI6sxEdOLXHeN6DOkgrVUvr7y5k1csWoe5gf7oKFrSWDl%2FKGlLwEFeK4Trv%2BN%7Ctkp%3ABk9SR57vx8u3Yg
53,Marvel - Lot of 50 Comic Books - All different - Marvel only- Free Shipping,US $40.99,https://www.ebay.com/itm/175797546040?hash=item28ee59ac38:g:iAwAAOSwTdJjzDSg&amdata=enc%3AAQAIAAAAwEXmrXMR1yBKii5H88LhD4Z4WNYdTnsctI8YBb1lsUps7yJJHrjnkDP13pokz5tRo%2Bz%2BlzCrznMFWFpOsRLI%2BXBOqCUEhin%2Bzp2KgIc%2B4vM%2FHcu9x4Wkli8dK3eSWeAHnEgCzIR9riUxhSGapLjODhgwkt8NVTT165UGJRGQr5Chu0ZZ1s1oP4bUnQbPI0QQz7AzCuvMe%2BPGVDarlf5KU%2BuwtL496CSnb9ViIaxDotuEURttqU9B60FYIGY4KrQe1g%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
54,Spider-Man #26&nbsp; (1992) Marvel Giant Sized 30th Anniversary Hologram Cover,US $1.99,https://www.ebay.com/itm/225694733179?hash=item348c74537b:g:8kQAAOSwgwFksugY&amdata=enc%3AAQAIAAAAwPQvjMAAj33cJv13H%2F91kAeVn2XrtfCjPjofmcKr0igHmPfE2F7BCqDiPTQZn84Qy3wZ7q73pOUEAXECHPTAhk%2FUBd6bKqurEUs6utXFi8k8ygdTlGdPXi%2BSEgLMvHQiAYy9fkl7eZYD44AjuuvbANiCa4D5ENzjCUJ31rBpGnP%2FvZHoQHW4kPakQ%2BlD2S2dcs04WvquVMQ188dpapB4nThDu%2BmoX5WZiNwpAlL4dwj9z%2F%2BmvKV9UbFvrVs6KaU%2F0Q%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
55,AMAZING SPIDER-MAN 1 GABRIELE DELLOTTO EXCLUSIVE VIRGIN VARIANT SET LTD 800 COA,US $1.25,https://www.ebay.com/itm/354952288204?hash=item52a4ce17cc:g:YBcAAOSwzxBjDwHh&amdata=enc%3AAQAIAAAA4PV0sD8TafCPDSy%2BGU3ZVdreXFAqT5epXe%2BU9L9dLnWpX42J7sxE4Wv31l5PK%2FgyR8%2FdsfsEIQbhD5cQA0KTSMn8RGKcEUDmhG1aMIeLktW8Z24aP%2BKVDrG60D2sbfGmpHm6Mduo7mu%2FdkGgvHHsKHxWMFj5V2WuAKPHGiac5np0J5AdBW7msVNfGJeBGQTZ%2FKIDo3MqfmmeawsgnExP8c3zEwo9NyOoP%2FGMD4ktqlDvEf5G94GLm8kPKaf%2F0h9SerxgiDpeFdjSOp2NQQOuzIvp2OpzvKzbiy991NNPaL1j%7Ctkp%3ABk9SR57vx8u3Yg
56,Iron Man 1968 Marvel Comics Mix Silver - Bronze age  -YOU PICK THE ISSUE U NEED-,US $3.99,https://www.ebay.com/itm/334910872847?hash=item4dfa3e5d0f:g:YV0AAOSwyhVkiO5o&amdata=enc%3AAQAIAAAA4M2m02Qw5GMwj34xSsAWInY%2FfQLyeqlu6maVo2ctCYRcSf4A7koM2%2BckeKNY%2Ba4T1go4BLNxwciakrUT1XM%2FpPRL%2BsFWLxJZx6ECegTCqfb4jrv%2B7tzVu2Jf5dhGwzFq%2BUm584ahjrCTp7F1eL0BP2OaaF0VvU2dkBoz1SlEGyXl%2FQWc0%2Fu1CqFRVyykPSLZdZJXUl%2FOX3CTkUBN3pQ3VNI0644hFVyozyZ%2BvshpgOrrni8uy0OWTcrjD7bjidOpLHIjRmkw0djW07Hm2jUK3hAcp6D1uFmfXrSvn7Ft7Co5%7Ctkp%3ABk9SR57vx8u3Yg
57,MIGHTY MORPHIN POWER RANGERS # 40 LEGENDS VARIANT Comic Book Hasbro Brand New,US $9.99,https://www.ebay.com/itm/374844843071?hash=item57467e643f:g:4NAAAOSw9yJkGn0U&amdata=enc%3AAQAIAAAA4IH5eLegjZI89dSWkQ3IKHa5Ik9x3weoot2qv1EZ%2BbVC57zGe%2BaAjNIA%2Bep0ueOs2PX451en7DgegSpJmj9wCmL2C8x5d1Ln33U0AdTACnr2T00zYJXHEMa4zCg1%2Fjk37%2FP1VPVaWMQo34qbwPxAEUECsUGll3q%2FHUCZxxzprJtxbKan%2B4Z1E38i3m2rdVzfp%2BhC0zNiwoUJ75KA%2BBn25xSTC8VY7ZG6wf8VC%2BaDRKeGhuiTn5xURoqHoQeKlQt5C5S9xIlE7uUDHrf4nhW2UTbETLWV70ydjADSsf2U0Tn4%7Ctkp%3ABk9SR57vx8u3Yg
58,50  x  Assorted Comics from these boxes - Job Lot -  Amazing Value,GBP 39.99,https://www.ebay.com/itm/115435501841?hash=item1ae07df911:g:EU0AAOSwxfBkX6nq&amdata=enc%3AAQAIAAAAwLxZLKQDe%2BnoBkkHMwFQeYprYywp6Gh%2FWOsgC4%2FXaKYm%2FG8%2BseRJeSIejy6s0MZ%2BnCH3ngUDcQ8KadqHDHQ5EDwsqKk%2BKtM2XqPRAHD%2BJaG7%2Bsu5Lrbreth0ifh%2BcMdV4JZnCq8RkCGkfurLUTHMT3eAS2USVu7gmWVQpBQrCcqUqeiBB4VI3MS7uPYd0FjgbIziZPQGMcUTiyu8qFO4O3eD4da4WYs1PvtpaCtape%2FYSqtNS%2Fngxix4tR1BWT9uMg%3D%3D%7Ctkp%3ABk9SR57vx8u3Yg
59,* Mixed Lot of 50 Independent Comics * Indie Indy Comic Books ! FREE SHIPPING !!,US $26.99/ea,https://www.ebay.com/itm/285301023375?hash=item426d44228f:g:6GcAAOSwyDJivNpU&amdata=enc%3AAQAIAAAA4CfadkHhQjTLmPqzOzlOs18bb%2BrmdoogALQImz8BD9pRfsErU92wYS6gHS8mhAdop3lwOxwQFJO9AJMqiTlajzIU2U6kBnv06UXSKVeb25sIXYby7RaD6bjOwe3Ak1Z5mqZOwEnV%2Be4mnX%2F%2BQyyE81zZHGTWtLgloh%2Bi8fSe%2BTq15r24gJULDPfkIzEYmzXqWQbQecS1kycj3k1uyEld3AzfzEfZsCl7pJWkoPsFafaJd%2FZm02Ej0DG2%2BWynXDNX%2FskHEEZtFvV71YTG%2FLTlHxSkajafA%2Fo%2FXkpoer%2FObgBQ%7Ctkp%3ABFBMnu_Hy7di
60,MARVEL- Lot of 25 Comic Books- All different MARVEL ONLY,US $32.00,https://www.ebay.com/itm/165516851800?hash=item268992ba58:g:E3EAAOSwX3hiIr3z&amdata=enc%3AAQAIAAAA4O5a3TLRBu%2F%2FdR5yVNL3ap7Vt2MTRGGpzhcaDniYMZtCR68fGgt75zgOWRrkxCSfRWBe0pMdcVYGsYiGUr8MTg3rGc3O4oMRTfB47KchPXNHJmVvOmSpZuEoAG0Pr9lpINO5u%2F%2B2OgsHKFri2Dwzq4TdW15wfu0wQ6h7neG2YHl11%2BQTM6aw4lj7MK64Zb0NR1ltdxgTWrXCBYAG0MTyv8JUEpIx60y22K32KjHrumcqGN0dHbWpxUt42UUOLnEWqMegkHKHL2cC7ruztw2eI5VJ35UpTO7fw24jYAsEu8dD%7Ctkp%3ABFBMnu_Hy7di
